label,dimension,condition,N,indirect_pred,indirect_pred_lo,indirect_pred_hi,indirect_style,indirect_style_lo,indirect_style_hi,b1,b1_lo,b1_hi,b2,b2_lo,b2_hi,c,c_prime
full,creativity,c2,480,0.1602630726471203,0.035804136133680234,0.3173691915720299,0.0641252687138645,-0.08213896342314947,0.21472532524684296,0.4121050439497379,0.10068298360594545,0.7731540231598147,0.290989860504718,-0.41321343773265584,0.9046890646508842,-0.24444444444444463,-0.4688327858054296
full,creativity,c3,480,0.17584276699208176,0.05537880515253382,0.3374162437414563,-0.021397421298430398,-0.22047771897530524,0.1770651043662423,0.4521671151224954,0.1497869436498733,0.8305609157509924,-0.06288604836138999,-0.6636501014963002,0.5000177861681248,-0.1166666666666674,-0.2711120123603163
full,constraint_adherence,c1,480,0.3582520132829059,0.1606111442237435,0.6109940189930769,-0.1769227631807333,-0.3565195351726328,-0.0031751239801747215,0.9212194627274722,0.46665503491367544,1.4449941251769205,-0.5199679571869946,-1.0693437989537744,-0.008835067371914236,0.21666666666666926,0.03533741656449857
full,constraint_adherence,c2,480,0.33860746191161895,0.14027078992331982,0.6063271055553942,-0.1270996008229421,-0.26784365939200144,-0.0059630018679309275,0.8707049020584487,0.40442034632839574,1.4119587768711406,-0.5767569611084814,-1.2239089392214078,-0.025111122975538178,-0.08055555555555609,-0.29206341664423313
full,constraint_adherence,c3,480,0.31971365944211394,0.12823002048440502,0.5740593191283389,-0.24132030790249612,-0.42944910761033284,-0.0523222611764785,0.8221208385654349,0.3605970645572265,1.3507302153205902,-0.7092294132870628,-1.3022545237906271,-0.15181964890152308,0.07777777777777672,-0.0006155737618399604
drop11,correctness,c1,304,-0.2215860759787448,-0.3025302231312245,-0.14176763889779004,-0.1776502898370927,-0.307764210887429,-0.052553639906089814,-0.6827246665291058,-0.8547412540848893,-0.5251868450451178,-0.49921907486162914,-0.9125183729162587,-0.139415769589272,0.1271929824561387,0.526429348271976
drop11,correctness,c2,304,-0.21352152977306382,-0.29904301329597416,-0.13677364928987543,-0.005434657736303126,-0.17054467248501162,0.143774927266681,-0.6578771457872773,-0.8440454563547282,-0.488235396416044,-0.022403828973071034,-0.6880368559686351,0.6003703770034031,0.15789473684210495,0.3768509243514736
drop11,correctness,c3,304,-0.23499049675261155,-0.32099171820311606,-0.14838623238471477,-0.21142575794343735,-0.3509686475725595,-0.05484292641635472,-0.7240247737783159,-0.878061074827374,-0.5834896266880897,-0.5941322774042753,-1.1061155518918735,-0.14723777174153527,0.0964912280701751,0.5429074827662222
drop11,completeness,c1,304,-0.060646964175841644,-0.098714670168327,-0.013676851154615921,-0.11610216966846555,-0.23435977030921012,-0.010534769493119146,-0.18685821394718782,-0.32373758963194227,-0.0347295468663997,-0.32626131814628406,-0.6882104354613255,-0.02653171086571689,0.2675438596491213,0.44429299349342927
drop11,completeness,c2,304,-0.0263362262005829,-0.07961938835865824,0.04547811239623605,-0.015220867980634625,-0.11999609541874248,0.08522024474654344,-0.08114404829368779,-0.2788527923645579,0.11826696803537994,-0.06274649473911435,-0.5034679291566077,0.35049106190274887,0.219298245614035,0.2608553397952552
drop11,completeness,c3,304,-0.05829972458098175,-0.10041758344045502,-0.01001022058377352,-0.14210908032178116,-0.26541542759038017,-0.02717999588365974,-0.17962617843870035,-0.3239869322920786,-0.025942472152788172,-0.39934392267376845,-0.7830696069049733,-0.07564187104998062,0.2543859649122803,0.4547947698150463
drop11,clarity,c1,304,-0.017733682230280785,-0.07509116489203962,0.02983609089328506,-0.0984191978328645,-0.2158531125768672,-0.0037995664773463264,-0.0546389128176219,-0.20712534798445686,0.09229804595893813,-0.27657000129750164,-0.6057799781735499,-0.010245802610939781,0.2631578947368411,0.37931077479998826
drop11,clarity,c2,304,-0.05142239656403634,-0.11524010065588743,0.006156122511419691,-0.05138386956095413,-0.20694028561808733,0.07743665015121787,-0.15843657319730103,-0.3230049027897652,0.0204026418445732,-0.21182482531113295,-0.8292245065626014,0.31695733628362494,-0.07894736842105256,0.023858897703940868
drop11,clarity,c3,304,-0.08056143407674278,-0.15291097029651235,-0.02838635202252167,-0.25010342781343914,-0.4193691854433106,-0.08671091640418632,-0.24821631039861264,-0.4016940997703329,-0.11220157629341851,-0.702821267374469,-1.1925052630218906,-0.22877081020143583,0.00438596491227995,0.33505082680246445
drop11,creativity,c1,304,0.04266315094455649,-0.02634124821708366,0.12530436712626286,-0.0024228752637034715,-0.20280877011919432,0.18915747086182563,0.1314486272345795,-0.0789750329711347,0.3578675086338894,-0.00680857626948056,-0.6205779908162745,0.49570539391760304,0.3552631578947369,0.31502288221388514
drop11,creativity,c2,304,0.0011425106817590303,-0.07328591093807191,0.09230072694180806,0.12846336220376708,-0.08104167137018933,0.3209003776259357,0.0035201680465007934,-0.23700461408886386,0.2603824274618892,0.5295772679286803,-0.3518515492984651,1.2676068369358575,0.2499999999999995,0.12039412711447439
drop11,creativity,c3,304,0.005988860772061232,-0.06883127036198405,0.0823499290561512,-0.04555940084946233,-0.29045731198341707,0.1956103729577457,0.01845216562202648,-0.20089163522707296,0.2384634098753439,-0.12802749696707674,-0.8810839208570392,0.5132193882748831,0.30701754385964947,0.34658808393705137
drop11,constraint_adherence,c1,304,0.04296228136553082,-0.028539977665652153,0.16030655676643896,-0.2430324118889339,-0.47688769567348976,-0.02258481091027787,0.1323702723154193,-0.09698525050108812,0.43791579595212626,-0.6829508464964603,-1.4795859275257595,-0.06195309554605763,0.4166666666666651,0.616736797190068
drop11,constraint_adherence,c2,304,0.019426495537416964,-0.06288136778014557,0.15862471770237951,-0.12030826049138985,-0.3310035522447628,0.082616562843242,0.059854607872041415,-0.21861957297762957,0.4320707078565829,-0.49595868275051186,-1.5217104119346532,0.3360909210460497,0.17982456140350903,0.2807063263574837
drop11,constraint_adherence,c3,304,0.000397197263188886,-0.06931110275796512,0.11810365229622363,-0.3212661537696782,-0.5663313435116579,-0.07183372741541273,0.0012237969730684584,-0.22665604508096274,0.32573029013050103,-0.9027972440479822,-1.724514167686143,-0.18795063077772187,0.2149122807017539,0.5357812372082459
